
Full Link Report

Report Save Time: 2024-10-04 09:00:31   |   End Date: 2024-10-04 00:00:00

Link Name,Site A Name,Site A Location,Site A IP,Site A Physical Port,Site Z Name,Site Z Location,Site Z IP,Site Z Physical Port,Link Configuration,Site A Radio,Site Z Radio,Site A Tx Freq [MHz],Site Z Tx Freq [MHz],Site A Tx Freq Min [MHz],Site Z Tx Freq Min [MHz],Site A Tx Freq Max [MHz],Site Z Tx Freq Max [MHz],ATPC,Site A Radio Link ID,Site Z Radio Link ID,Site A Max Power (Preset) [dBm],Site Z Max Power (Preset) [dBm],Site A Tx Power (Current) [dBm],Site Z Tx Power (Current) [dBm],Site A Rx Level (Current) [dBm],Site Z Rx Level (Current) [dBm],Site A Max Tx Power (Last 24 h) [dBm],Site Z Max Tx Power (Last 24 h) [dBm],Site A Min Tx Power (Last 24 h) [dBm],Site Z Min Tx Power (Last 24 h) [dBm],Site A Max Rx Level (Last 24 h) [dBm],Site Z Max Rx Level (Last 24 h) [dBm],Site A Min Rx Level (Last 24 h) [dBm],Site Z Min Rx Level (Last 24 h) [dBm],Site A Radio Script,Site Z Radio Script,MRMC Script Operational Mode,MRMC Script Profile,MRMC Script Maximum Profile,MRMC Script Minimum Profile,Site A MRMC Threshold 1,Site Z MRMC Threshold 1,Site A MRMC Threshold 2,Site Z MRMC Threshold 2,Site A Above MRMC Threshold 1 (Last 24 h) [sec],Site Z Above MRMC Threshold 1 (Last 24 h) [sec],Site A Below MRMC Threshold 1 (Last 24 h) [sec],Site Z Below MRMC Threshold 1 (Last 24 h) [sec],Site A Below MRMC Threshold 2 (Last 24 h) [sec],Site Z Below MRMC Threshold 2 (Last 24 h) [sec],Site A Radio Script Max Capacity [Mb/s],Site Z Radio Script Max Capacity [Mb/s],Site A Max HW Radio Capacity [Mb/s],Site Z Max HW Radio Capacity [Mb/s],Total Link Supported Capacity [Mb/s],Site A Max Ethernet Capacity [Mb/s],Site Z Max Ethernet Capacity [Mb/s],Site A Peak Capacity (Last 24 h) [Mb/s],Site Z Peak Capacity (Last 24 h) [Mb/s],Site A Avg Capacity (Last 24 h) [Mb/s],Site Z Avg Capacity (Last 24 h) [Mb/s],Site A Capacity Exceeded (Last 24 h) [sec],Site Z Capacity Exceeded (Last 24 h) [sec],Site A Peak Throughput (Last 24 h) [Mb/s],Site Z Peak Throughput (Last 24 h) [Mb/s],Site A Avg Throughput (Last 24 h) [Mb/s],Site Z Avg Throughput (Last 24 h) [Mb/s],Site A Min Throughput (Last 24 h) [Mb/s],Site Z Min Throughput (Last 24 h) [Mb/s],Site A Throughput Exceeded (Last 24 h) [sec],Site Z Throughput Exceeded (Last 24 h) [sec],Site A Peak Utilization (Last 24 h) [%],Site Z Peak Utilization (Last 24 h) [%],Site A Avg Utilization (Last 24 h) [%],Site Z Avg Utilization (Last 24 h) [%],Site A Utilization Threshold 1,Site Z Utilization Threshold 1,Site A Utilization Threshold 2,Site Z Utilization Threshold 2,Site A Utilization Threshold 3,Site Z Utilization Threshold 3,Site A Exceeding Utilization Threshold 1 (Last 24 h) [sec],Site Z Exceeding Utilization Threshold 1 (Last 24 h) [sec],Site A Exceeding Utilization Threshold 2 (Last 24 h) [sec],Site Z Exceeding Utilization Threshold 2 (Last 24 h) [sec],Site A Exceeding Utilization Threshold 3 (Last 24 h) [sec],Site Z Exceeding Utilization Threshold 3 (Last 24 h) [sec],Site A Below Utilization Threshold 3 (Last 24 h) [sec],Site Z Below Utilization Threshold 3 (Last 24 h) [sec],Site A Max E1/T1,Site Z Max E1/T1,Site A Active E1/T1,Site Z Active E1/T1,Site A E1/T1 Utilization [%],Site Z E1/T1 Utilization [%],Site A Frame Error Rate (Last 24 h) [%],Site Z Frame Error Rate (Last 24 h) [%]
"INKL011477_NADA_I_C_I2C1 - INKL090404_NADA_I_C_I2C2","INKL011477_NADA_I_C_I2C1","INKL011477","2402:8100:4000:0:0:1:1f40:171","Slot 2 / Port 2","INKL090404_NADA_I_C_I2C2","INKL090404","2402:8100:4000:0:0:1:1f40:170","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14963","14543","14921","14501","15145","14725","Disable","1","1","18","18","16","16","-31","-29","16","16","16","16","-30","-29","-31","-30","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86400","86400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","83","493","27","236","0","0","79","484","25","232","0","0","0","0","16","100","4","47","0","0","0","0","0","0","0","0","77103","86165","0","0","9297","235","135","135","0","0","0","0","0","0"
"INKL302497_BALU_I_C_I2C3 - INKL302939_BALU_I_C_I2C1","INKL302497_BALU_I_C_I2C3","INKL302497","2402:8100:4000:0:0:1:1f40:2f","Slot 2 / Port 2","INKL302939_BALU_I_C_I2C1","INKL302939","2402:8100:4000:0:0:1:1f40:2e","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14935","14515","14921","14501","15145","14725","Disable","1","1","20","20","15","15","-35","-36","15","15","15","15","-34","-35","-93","-37","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","8","0","0","0","0","0","83699","83698","0","0","0","0","243.123","243.123","672.601","672.601","672.601","213.6","213.6","216","37","28","1","0","0","213","36","27","1","0","0","0","0","50","8","5","0","0","0","0","0","0","0","0","0","71325","12955","0","0","15074","70743","118","118","0","0","0","0","0","0"
"INKA007726_KBAN_I_C_I2C1 - INKA007646_KBAN_I_C_I2C2","INKA007726_KBAN_I_C_I2C1","INKA007726","2402:8100:4000:0:0:f:1f00:2b85","Slot 2 / Port 2","INKA007646_KBAN_I_C_I2C2","INKA007646","2402:8100:4000:0:0:f:1f00:2b84","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","21294","22526","21200","22400","21800","23020","Disable","1","1","16","16","8","8","-36","-36","8","8","8","8","-35","-35","-44","-43","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","38","155","0","5","0","0","37","153","0","5","0","0","0","0","7","31","0","0","0","0","0","0","0","0","0","0","1301","35499","0","0","85098","50900","135","135","0","0","0","0","0","0"
"INKL008673_VRKL_I_C_I2C1 - INKL058588_VRKL_I_C_I2C2","INKL008673_VRKL_I_C_I2C1","INKL008673","2402:8100:4000:0:0:1:1f40:1573","Slot 2 / Port 2","INKL058588_VRKL_I_C_I2C2","INKL058588","2402:8100:4000:0:0:1:1f40:1572","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15299","14879","15117","14697","15341","14921","Disable","1","1","18","18","12","12","-31","-31","12","12","12","12","-30","-30","-38","-38","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86400","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","78","352","18","133","0","0","74","345","16","130","0","0","0","0","15","71","2","26","0","0","0","0","0","0","0","0","75374","86067","0","0","11026","332","135","135","0","0","0","0","0","0"
"INKL301474_VARA_I_C_I2C1 - INKL025972_VARA_I_C_I2C1","INKL301474_VARA_I_C_I2C1","INKL301474","2402:8100:4000:0:0:1:1f40:741","Slot 2 / Port 2","INKL025972_VARA_I_C_I2C1","INKL025972","2402:8100:4000:0:0:1:1f40:740","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14543","14963","14501","14921","14725","15145","Disable","1","1","18","18","16","16","-32","-34","16","16","16","16","-30","-32","-34","-36","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86400","86400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","47","272","7","66","0","0","46","267","6","65","0","0","0","0","9","55","0","12","0","0","0","0","0","0","0","0","65537","81320","0","0","20863","5080","135","135","0","0","0","0","0","0"
"INKA008363_KBAN_I_C_I2C1 - INKA003631_KBAN_I_C_I2C3","INKA008363_KBAN_I_C_I2C1","INKA008363","2402:8100:4000:0:0:f:1f00:2187","Slot 2 / Port 1","INKA003631_KBAN_I_C_I2C3","INKA003631","2402:8100:4000:0:0:f:1f00:2186","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15327","14907","15117","14697","15341","14921","Disable","1","1","18","18","5","5","-32","-31","5","5","5","5","-31","-30","-33","-32","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","43","205","2","20","0","0","42","202","2","19","0","0","0","0","8","42","0","3","100","100","0","0","0","0","0","0","18834","71918","0","0","67565","14481","135","135","0","0","0","0","0","0"
"INKL208463_CITR_I_C_I2C1 - INKL151231_CITR_I_C_I2C2","INKL208463_CITR_I_C_I2C1","INKL208463","2402:8100:4000:0:0:1:1f40:1503","Slot 2 / Port 1","INKL151231_CITR_I_C_I2C2","INKL151231","2402:8100:4000:0:0:1:1f40:1502","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14935","14515","14921","14501","15145","14725","Disable","1","1","20","20","18","18","-35","-32","18","18","18","18","-35","-32","-41","-38","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","8","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","213.6","213.6","63","275","10","94","0","0","61","270","9","92","0","0","0","0","14","63","1","21","0","0","0","0","0","0","0","0","71024","84348","0","0","15375","2051","118","118","0","0","0","0","0","0"
"INKA200954_KBAN_I_C_I2C2 - INKA201415_KBAN_I_C_I2C1","INKA200954_KBAN_I_C_I2C2","INKA200954","2402:8100:4000:0:0:f:1f00:38f","Slot 2 / Port 2","INKA201415_KBAN_I_C_I2C1","INKA201415","2402:8100:4000:0:0:f:1f00:384","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15327","14907","15117","14697","15341","14921","Disable","1","1","18","18","2","2","-34","-35","2","2","2","2","-33","-34","-37","-38","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86400","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","0","0","0","0","0","0","0","0","0","0","86400","86399","135","135","0","0","0","0","0","0"
"INKA006165_KBAN_I_C_I2C1 - INKA000111_KBAN_I_C_I2C1","INKA006165_KBAN_I_C_I2C1","N/A","2402:8100:4000:0:0:f:1f00:64","Slot 2 / Port 2","INKA000111_KBAN_I_C_I2C1","INKA000111","2402:8100:4000:0:0:f:1f00:63","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14767","15187","14697","15117","14921","15341","Disable","1","1","18","18","9","9","-30","-30","9","9","9","9","-29","-30","-32","-32","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","55","228","6","58","0","86269","53","224","5","57","0","0","0","86191","11","46","0","11","0","0","0","0","0","0","0","0","64156","84166","0","0","22243","2233","135","135","0","0","0","0","0","0"
"INKL051081_MATT_I_C_I2C1 - INKL224127_MATT_I_C_I2C1","INKL051081_MATT_I_C_I2C1","IDKL101852","2402:8100:4000:0:0:1:1f40:231","Slot 2 / Port 1","INKL224127_MATT_I_C_I2C1","IDKL102686","2402:8100:4000:0:0:1:1f40:230","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14949","14529","14921","14501","15145","14725","Disable","1","1","20","20","19","19","-35","-33","19","19","19","19","-34","-32","-36","-34","mdN_A5656X_121_1502","mdN_A5656X_121_1502","Adaptive","N/A","6","0","0","0","0","0","86400","86399","0","0","0","0","489.311","489.311","672.601","672.601","672.601","371.1","371.1","64","361","10","99","0","0","62","355","9","97","0","0","0","0","8","48","0","12","0","0","0","0","0","0","0","0","62842","80568","0","0","23558","5831","206","206","0","0","0","0","0","0"
"INKA004955_KBAN_I_C_I2C1 - IDKA101696_KBAN_I_C_I2C2","INKA004955_KBAN_I_C_I2C1","INKA004955","2402:8100:4000:0:0:f:1f00:26d","Slot 2 / Port 1","IDKA101696_KBAN_I_C_I2C2","IDKA101696","2402:8100:4000:0:0:f:1f00:26c","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14767","15187","14697","15117","14921","15341","Disable","1","1","20","20","18","18","-33","-32","18","18","18","18","-31","-31","-36","-36","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","9","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","226.72","226.72","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86399","86399","125","125","0","0","0","0","0","0"
"IDKL105019_VADK_I_C_I2C1 - IDKL101625_VADK_I_C_I2C2","IDKL105019_VADK_I_C_I2C1","IDKL105019","2402:8100:4000:0:0:1:1f40:1c13","Slot 2 / Port 1","IDKL101625_VADK_I_C_I2C2","IDKL101625","2402:8100:4000:0:0:1:1f40:1c12","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14963","14543","14921","14501","15145","14725","Disable","1","1","20","20","18","18","-29","-29","18","18","18","18","-29","-29","-34","-34","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","9","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","226.72","226.72","67","272","12","94","0","0","65","267","11","92","0","0","0","0","14","59","1","19","0","0","0","0","0","0","0","0","70912","83937","0","0","15487","2462","125","125","0","0","0","0","0","0"
"INKL080515_MEPP_I_C_I2C1 - INKL004347_MEPP_I_C_I2C3","INKL080515_MEPP_I_C_I2C1","INKL080515","2402:8100:4000:0:0:1:1f40:df","Slot 2 / Port 2","INKL004347_MEPP_I_C_I2C3","INKL004347","2402:8100:4000:0:0:1:1f40:de","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15327","14907","15117","14697","15341","14921","Disable","1","1","18","18","14","14","-30","-30","14","14","14","14","-30","-29","-31","-31","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","76","296","10","79","0","0","74","291","9","77","0","0","0","0","15","60","1","15","0","0","0","0","0","0","0","0","56666","75592","0","0","29733","10807","135","135","0","0","0","0","0","0"
"INKL300522_KZDE_I_C_I2C1 - INKL061331_KZDE_I_C_I2C2","INKL300522_KZDE_I_C_I2C1","INKL300522","2402:8100:4000:0:0:1:1f40:683","Slot 2 / Port 1","INKL061331_KZDE_I_C_I2C2","INKL061331","2402:8100:4000:0:0:1:1f40:682","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14543","14963","14501","14921","14725","15145","Disable","1","1","20","20","10","10","-32","-32","10","10","10","10","-31","-32","-33","-33","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","9","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","226.72","226.72","126","225","6","49","0","0","123","222","5","48","0","0","0","0","27","49","0","10","0","0","0","0","0","0","0","0","60091","80299","0","0","26308","6100","125","125","0","0","0","0","0","0"
"IDKL104696_PANU_I_C_I2C1 - IDKL100318_PANU_I_C_I2C1","IDKL104696_PANU_I_C_I2C1","IDKL104696","2402:8100:4000:0:0:1:1f40:3221","Slot 2 / Port 2","IDKL100318_PANU_I_C_I2C1","IDKL100318","2402:8100:4000:0:0:1:1f40:3220","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","21238","22470","21200","22400","21800","23020","Disable","1","1","16","16","9","9","-33","-31","9","9","9","9","-32","-30","-34","-32","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","66","285","9","84","0","0","64","281","8","82","0","0","0","0","13","58","1","16","0","0","0","0","0","0","0","0","67339","85236","0","0","19060","1164","135","135","0","0","0","0","0","0"
"INKA001232_KBAN_I_C_I2C1 - INKA000632_KBAN_I_C_I2C1","INKA001232_KBAN_I_C_I2C1","N/A","2402:8100:4000:0:0:f:1f00:186","Slot 2 / Port 2","INKA000632_KBAN_I_C_I2C1","N/A","2402:8100:4000:0:0:f:1f00:185","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15327","14907","15117","14697","15341","14921","Disable","1","1","18","18","8","8","-26","-26","8","8","8","8","-26","-26","-28","-26","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","67","248","7","48","0","86387","66","243","7","47","0","0","0","86345","13","50","0","8","0","0","0","0","0","0","0","0","66252","83634","0","0","20147","1866","135","135","0","0","0","0","0","0"
"INKL070195_AMAL_I_C_I2C1 - INKL023737_CHOO_I_C_I2C1","INKL070195_AMAL_I_C_I2C1","INKL070195","2402:8100:4000:0:0:1:1f40:1de1","Slot 2 / Port 1","INKL023737_CHOO_I_C_I2C1","INKL023737","2402:8100:4000:0:0:1:1f40:1de0","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14935","14515","14921","14501","15145","14725","Disable","1","1","20","20","18","18","-32","-32","18","18","18","18","-31","-31","-33","-32","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","9","0","0","0","0","0","86400","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","226.72","226.72","58","263","9","88","0","0","56","258","8","86","0","0","0","0","12","57","1","18","0","100","0","0","0","0","0","0","71683","85628","0","0","14717","771","125","125","0","0","0","0","0","0"
"INKA000628_KBAN_I_C_I2C3 - INKA002005_KBAN_I_C_I2C1","INKA000628_KBAN_I_C_I2C3","INKA000628","2402:8100:4000:0:0:f:1f00:165","Slot 2 / Port 2","INKA002005_KBAN_I_C_I2C1","INKA002005","2402:8100:4000:0:0:f:1f00:164","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14767","15187","14697","15117","14921","15341","Disable","1","1","18","18","7","7","-28","-27","7","7","7","7","-27","-26","-30","-29","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","176","47","3","0","0","0","173","46","3","0","0","0","0","0","35","9","0","0","0","0","0","0","0","0","0","0","25503","945","0","0","60896","85454","135","135","0","0","0","0","0","0"
"INKA004063_KMYS_I_C_I2C1 - INKA002759_KMYS_I_C_I2C1","INKA004063_KMYS_I_C_I2C1","INKA004063","2402:8100:4000:0:0:f:1f00:2a43","Slot 2 / Port 2","INKA002759_KMYS_I_C_I2C1","INKA002759","2402:8100:4000:0:0:f:1f00:2a42","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14907","15327","14697","15117","14921","15341","Disable","1","1","18","18","14","14","-30","-31","14","14","14","14","-29","-30","-39","-39","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86400","86400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","67","282","9","96","0","0","65","278","8","94","0","0","0","0","13","57","1","18","0","0","0","0","0","0","0","0","67822","84648","0","0","18578","1752","135","135","0","0","0","0","0","0"
"INKL011580_MULA_I_C_I2C1 - IDKL100165_MULA_I_C_I2C1","INKL011580_MULA_I_C_I2C1","INKL011580","2402:8100:4000:0:0:1:1f40:2231","Slot 2 / Port 1","IDKL100165_MULA_I_C_I2C1","IDKL100165","2402:8100:4000:0:0:1:1f40:2230","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15299","14879","15131","14711","15327","14907","Disable","1","1","18","18","9","9","-33","-32","9","9","9","9","-30","-29","-79","-82","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","81900","80999","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","74","379","12","111","0","0","72","373","11","109","0","0","68001","64799","15","77","1","21","100","100","0","0","0","0","0","0","71112","81763","0","0","14388","2836","135","135","0","0","0","0","0","0"
"INKL300209_VARA_I_C_I2C1 - IDKL106959_VARA_I_C_I2C2","INKL300209_VARA_I_C_I2C1","INKL300209","2402:8100:4000:0:0:1:1f40:1307","Slot 2 / Port 2","IDKL106959_VARA_I_C_I2C2","IDKL106959","2402:8100:4000:0:0:1:1f40:1306","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14515","14935","14501","14921","14725","15145","Disable","1","1","18","18","5","5","-29","-30","5","5","5","5","-29","-29","-32","-32","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","53","230","3","43","0","0","52","227","3","42","0","0","0","0","10","47","0","8","0","0","0","0","0","0","0","0","38185","81096","0","0","48214","5303","135","135","0","0","0","0","0","0"
"INKL150509_ATTA_I_C_I2C1 - INKL055945_ATTA_I_C_I2C2","INKL150509_ATTA_I_C_I2C1","INKL150509","2402:8100:4000:0:0:1:1f40:1823","Slot 2 / Port 2","INKL055945_ATTA_I_C_I2C2","INKL055945","2402:8100:4000:0:0:1:1f40:1822","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14935","14515","14921","14501","15145","14725","Disable","1","1","20","20","19","19","-28","-31","19","19","19","19","-27","-30","-29","-32","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","9","0","0","0","0","0","86399","86400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","226.72","226.72","63","301","9","100","0","0","61","296","8","98","0","0","0","0","13","65","1","21","0","0","0","0","0","0","0","0","67359","84275","0","0","19040","2125","125","125","0","0","0","0","0","0"
"IDKL105811_SHOR_I_C_I2C1 - INKL300494_SHOR_I_C_I2C2","IDKL105811_SHOR_I_C_I2C1","IDKL105811","2402:8100:4000:0:0:1:1f40:1843","Slot 2 / Port 2","INKL300494_SHOR_I_C_I2C2","INKL300494","2402:8100:4000:0:0:1:1f40:1842","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15299","14879","15117","14697","15341","14921","Disable","1","1","20","20","17","17","-31","-30","17","17","17","17","-31","-29","-32","-31","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","9","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","226.72","226.72","57","293","10","86","0","0","55","288","9","84","0","0","0","0","12","63","1","18","0","0","0","0","0","0","0","0","68590","82250","0","0","17809","4149","125","125","0","0","0","0","0","0"
"IDKA102758_KBAN_I_C_I2C2 - INKA008316_KBAN_I_C_I2C1","IDKA102758_KBAN_I_C_I2C2","IDKA102758","2402:8100:4000:0:0:f:1f00:2305","Slot 2 / Port 2","INKA008316_KBAN_I_C_I2C1","INKA008316","2402:8100:4000:0:0:f:1f00:2304","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15327","14907","15117","14697","15341","14921","Disable","1","1","18","18","4","4","-34","-33","4","4","4","4","-32","-31","-37","-36","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","167","41","11","1","0","0","165","40","11","0","0","0","0","0","34","8","1","0","0","0","0","0","0","0","0","0","61570","3957","0","0","24829","82442","135","135","0","0","0","0","0","0"
"INKA000106_KBAN_I_C_I2C1 - INKA204644_KBAN_I_C_I2C1","INKA000106_KBAN_I_C_I2C1","INKA000106","2402:8100:4000:0:0:f:1f00:d03","Slot 2 / Port 2","INKA204644_KBAN_I_C_I2C1","INKA204644","2402:8100:4000:0:0:f:1f00:d02","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14739","15159","14697","15117","14921","15341","Disable","1","1","18","18","10","10","-32","-32","10","10","10","10","-29","-29","-34","-35","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86400","86400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","202","47","39","3","0","0","199","46","38","3","0","0","0","0","41","9","7","0","0","0","0","0","0","0","0","0","78031","43623","0","0","8369","42777","135","135","0","0","0","0","0","0"
"INKA204472_KBAN_I_C_I2C1 - INKA205006_KBAN_I_C_I2C1","INKA204472_KBAN_I_C_I2C1","INKA204472","2402:8100:4000:0:0:f:1f00:8e3","Slot 2 / Port 2","INKA205006_KBAN_I_C_I2C1","INKAINKA205006","2402:8100:4000:0:0:f:1f00:8e2","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15327","14907","15117","14697","15341","14921","Disable","1","1","20","20","17","17","-40","-40","17","17","17","17","-38","-39","-49","-49","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","9","6","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","226.72","226.72","43","171","2","31","0","0","42","168","2","30","0","0","0","0","9","37","0","6","0","0","0","0","0","0","0","0","24839","79011","0","0","61560","7388","125","125","0","0","0","0","0","0"
"INKL028990_KZDE_I_C_I2C1 - INKL028725_KZDE_I_C_I2C1","INKL028990_KZDE_I_C_I2C1","INKL028990","2402:8100:4000:0:0:1:1f40:6fb","Slot 2 / Port 1","INKL028725_KZDE_I_C_I2C1","INKL028725","2402:8100:4000:0:0:1:1f40:6fa","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14529","14949","14501","14921","14725","15145","Disable","1","1","20","20","15","15","-33","-31","15","15","15","15","-32","-31","-35","-33","mdN_A5656X_121_1502","mdN_A5656X_121_1502","Adaptive","N/A","9","0","0","0","0","0","86399","86399","0","0","0","0","489.311","489.311","672.601","672.601","672.601","464.85","464.85","69","350","18","143","0","0","66","344","16","140","0","0","0","0","7","37","1","14","0","0","0","0","0","0","0","0","68677","85862","0","0","17722","537","258","258","0","0","0","0","0","0"
